SUBJECT,CONFIGURATION,SEED,ALGORITHM,PROBE_ENABLED,COVERAGE,COVERED_BRANCHES,TOTAL_BRANCHES,BRANCH_COVERAGE,COVERED_LINES,TOTAL_LINES,LINE_COVERAGE,COVERED_FUNCTIONS,TOTAL_FUNCTIONS,FUNCTION_COVERAGE,COVERED_PROBES,TOTAL_PROBES,PROBE_COVERAGE,SEARCH_TIME,ITERATIONS,ID
Cryptoz.sol,,965,DynaMOSA,false,0.43137254901960786,1,18,0.05555555555555555,32,155,0.2064516129032258,21,34,0.6176470588235294,23,74,0.3108108108108108,1681.2579998970032,10,88
AavePoolReward.sol,,309,DynaMOSA,false,0.7142857142857143,5,10,0.5,27,44,0.6136363636363636,11,12,0.9166666666666666,6,6,1,1812.9010000228882,24,88
BTCParamV2.sol,,75,DynaMOSA,true,0.25,0,12,0,16,56,0.2857142857142857,5,16,0.3125,6,14,0.42857142857142855,1768.039999961853,37,66
BAE.sol,,804,DynaMOSA,true,0.28,0,6,0,9,50,0.18,5,8,0.625,12,36,0.3333333333333333,1735.335000038147,15,66
Controller.sol,,433,DynaMOSA,true,0.5573770491803278,0,8,0,38,70,0.5428571428571428,19,19,1,32,34,0.9411764705882353,1757.0770001411438,30,66
EqFinanceStaking.sol,,923,Random,false,0.3877551020408163,4,20,0.2,24,88,0.2727272727272727,16,30,0.5333333333333333,7,22,0.3181818181818182,1808.757000207901,371,11
FrogDAOGovernanceRewards.sol,,261,Random,false,0.7391304347826086,5,10,0.5,32,56,0.5714285714285714,13,16,0.8125,11,16,0.6875,1803.6529998779297,305,11
PRDZstakingV2.sol,,432,Random,false,0.46875,5,26,0.19230769230769232,53,136,0.3897058823529412,26,39,0.6666666666666666,7,18,0.3888888888888889,1804.7250001430511,299,11
BTCParamV2.sol,,156,DynaMOSA,false,0.19230769230769232,0,12,0,16,56,0.2857142857142857,5,16,0.3125,6,14,0.42857142857142855,1771.2489998340607,38,124
Controller.sol,,552,DynaMOSA,false,0.7037037037037037,0,8,0,38,70,0.5428571428571428,19,19,1,32,34,0.9411764705882353,1765.9779999256134,31,124
BAE.sol,,787,DynaMOSA,false,0.35714285714285715,0,6,0,9,50,0.18,5,8,0.625,12,36,0.3333333333333333,1842.9130001068115,16,124
BACMARSLPTOKENPool.sol,,80,Random,false,0.6222222222222222,6,12,0.5,52,94,0.5531914893617021,25,36,0.6944444444444444,17,30,0.5666666666666667,1803.667000055313,305,29
AavePoolReward.sol,,476,Random,false,0.7142857142857143,5,10,0.5,27,44,0.6136363636363636,11,12,0.9166666666666666,6,6,1,1803.8020000457764,302,29
Cryptoz.sol,,369,Random,false,0.47058823529411764,2,18,0.1111111111111111,47,155,0.3032258064516129,23,34,0.6764705882352942,28,74,0.3783783783783784,1805.0750000476837,122,29
BirdOracle.sol,,374,Random,false,0.6153846153846154,14,28,0.5,43,66,0.6515151515151515,9,9,1,0,2,0,1800.49799990654,442,23
Final.sol,,388,Random,false,0.19047619047619047,5,26,0.19230769230769232,28,105,0.26666666666666666,7,37,0.1891891891891892,9,40,0.225,1800.3920001983643,246,23
Liquidity_v8.sol,,783,Random,false,0.3877551020408163,2,18,0.1111111111111111,34,126,0.2698412698412698,18,33,0.5454545454545454,14,48,0.2916666666666667,1802.8209998607635,273,23
Liquidity_v8.sol,,338,DynaMOSA,true,0.32989690721649484,2,18,0.1111111111111111,34,126,0.2698412698412698,18,33,0.5454545454545454,14,48,0.2916666666666667,1776.7240002155304,24,54
Final.sol,,367,DynaMOSA,true,0.1650485436893204,5,26,0.19230769230769232,28,105,0.26666666666666666,7,37,0.1891891891891892,9,40,0.225,1737.2819998264313,22,54
BirdOracle.sol,,550,DynaMOSA,true,0.5853658536585366,15,28,0.5357142857142857,44,66,0.6666666666666666,9,9,1,0,2,0,1852.837000131607,39,54
BancorV2_ZapIn_General_V1_1.sol,,762,Random,false,0.2962962962962963,1,18,0.05555555555555555,30,118,0.2542372881355932,19,39,0.48717948717948717,8,42,0.19047619047619047,1807.8149998188019,223,116
CourtFarming_HTStake.sol,,47,Random,false,0.6153846153846154,12,32,0.375,73,109,0.6697247706422018,20,20,1,4,4,1,1801.4059998989105,287,116
FreakCoin.sol,,513,Random,false,0.782608695652174,5,10,0.5,56,74,0.7567567567567568,13,13,1,9,10,0.9,1807.2689998149872,348,116
Core_Fi_V3.sol,,202,DynaMOSA,true,0.75,2,4,0.5,15,22,0.6818181818181818,7,8,0.875,0,0,0,1838.0410001277924,28,111
DSP.sol,,732,DynaMOSA,true,0.7058823529411765,5,18,0.2777777777777778,103,154,0.6688311688311688,54,64,0.84375,45,60,0.75,1813.4379999637604,20,111
DMONDETHRewards.sol,,643,DynaMOSA,true,0.6043956043956044,7,14,0.5,67,105,0.638095238095238,37,47,0.7872340425531915,19,34,0.5588235294117647,1755.1340000629425,24,111
GFC.sol,,215,Random,false,1,1,2,0.5,27,37,0.7297297297297297,8,8,1,10,14,0.7142857142857143,1800.5139999389648,307,59
BACMARSLPTOKENPool.sol,,929,Random,false,0.6222222222222222,6,12,0.5,52,94,0.5531914893617021,25,36,0.6944444444444444,17,30,0.5666666666666667,1801.7539999485016,309,59
AavePoolReward.sol,,44,Random,false,0.7142857142857143,5,10,0.5,27,44,0.6136363636363636,11,12,0.9166666666666666,6,6,1,1803.3440001010895,295,59
BirdOracle.sol,,126,Random,false,0.6153846153846154,14,28,0.5,43,66,0.6515151515151515,9,9,1,0,2,0,1802.4320001602173,450,53
Liquidity_v8.sol,,294,Random,false,0.3877551020408163,2,18,0.1111111111111111,34,126,0.2698412698412698,18,33,0.5454545454545454,14,48,0.2916666666666667,1801.566999912262,271,53
Final.sol,,602,Random,false,0.20634920634920634,6,26,0.23076923076923078,28,105,0.26666666666666666,7,37,0.1891891891891892,9,40,0.225,1801.5789999961853,235,53
Final.sol,,392,DynaMOSA,true,0.17475728155339806,6,26,0.23076923076923078,28,105,0.26666666666666666,7,37,0.1891891891891892,9,40,0.225,1797.8599998950958,21,24
BirdOracle.sol,,760,DynaMOSA,true,0.5853658536585366,14,28,0.5,43,66,0.6515151515151515,9,9,1,0,2,0,1788.1180000305176,40,24
Liquidity_v8.sol,,165,DynaMOSA,true,0.32989690721649484,2,18,0.1111111111111111,34,126,0.2698412698412698,18,33,0.5454545454545454,14,48,0.2916666666666667,1731.6129999160767,25,24
BlueICE.sol,,526,DynaMOSA,true,0.5869565217391305,7,14,0.5,67,117,0.5726495726495726,31,43,0.7209302325581395,20,38,0.5263157894736842,1853.8170001506805,27,129
DJCoin.sol,,446,DynaMOSA,true,0.7017543859649122,3,6,0.5,69,91,0.7582417582417582,22,25,0.88,18,28,0.6428571428571429,1832.1440000534058,23,129
DatrixoEquityToken.sol,,983,DynaMOSA,true,0.53125,5,22,0.22727272727272727,34,62,0.5483870967741935,13,16,0.8125,21,28,0.75,1767.3850002288818,38,129
FairStockEquity.sol,,619,DynaMOSA,true,0.475,1,6,0.16666666666666666,54,120,0.45,24,28,0.8571428571428571,22,48,0.4583333333333333,1816.760999917984,19,123
GreenMarkTrust.sol,,269,DynaMOSA,true,0.7916666666666666,1,2,0.5,28,37,0.7567567567567568,8,8,1,12,14,0.8571428571428571,1799.8769998550415,36,123
Fomp.sol,,980,DynaMOSA,true,0.6666666666666666,9,24,0.375,68,92,0.7391304347826086,19,19,1,15,20,0.75,1767.7379999160767,34,123
CourtFarming_HTStake.sol,,169,DynaMOSA,false,0.6346153846153846,12,32,0.375,73,109,0.6697247706422018,20,20,1,4,4,1,1787.8789999485016,26,85
BancorV2_ZapIn_General_V1_1.sol,,138,DynaMOSA,false,0.2962962962962963,1,18,0.05555555555555555,30,118,0.2542372881355932,19,39,0.48717948717948717,8,42,0.19047619047619047,1750.0590000152588,19,85
FreakCoin.sol,,30,DynaMOSA,false,0.5652173913043478,5,10,0.5,56,74,0.7567567567567568,13,13,1,9,10,0.9,1803.9870002269745,28,85
AntiBaseProtocol.sol,,932,DynaMOSA,false,0.7708333333333334,3,8,0.375,84,98,0.8571428571428571,39,42,0.9285714285714286,24,26,0.9230769230769231,1870.0429999828339,23,16
Dynamic.sol,,303,DynaMOSA,false,0.75,1,2,0.5,3,4,0.75,2,2,1,0,0,0,1784.0329999923706,39,16
Cover_ZapIn_General_V1.sol,,770,DynaMOSA,false,0.34545454545454546,2,16,0.125,39,129,0.3023255813953488,22,42,0.5238095238095238,13,44,0.29545454545454547,1825.9249999523163,18,16
FairStockEquity.sol,,714,DynaMOSA,false,0.78125,1,6,0.16666666666666666,58,120,0.48333333333333334,26,28,0.9285714285714286,29,48,0.6041666666666666,1850.1879999637604,19,61
Fomp.sol,,186,DynaMOSA,false,0.6511627906976745,8,24,0.3333333333333333,64,92,0.6956521739130435,19,19,1,15,20,0.75,1811.8559999465942,33,61
EqFinanceStaking.sol,,463,DynaMOSA,true,0.4084507042253521,4,20,0.2,33,88,0.375,18,30,0.6,10,22,0.45454545454545453,1814.3339998722076,33,102
PRDZstakingV2.sol,,564,DynaMOSA,true,0.45121951219512196,5,26,0.19230769230769232,58,136,0.4264705882352941,27,39,0.6923076923076923,8,18,0.4444444444444444,1807.375,27,102
FrogDAOGovernanceRewards.sol,,319,DynaMOSA,true,0.5384615384615384,5,10,0.5,28,56,0.5,13,16,0.8125,6,16,0.375,1735.7309999465942,27,102
AntiBaseProtocol.sol,,926,DynaMOSA,true,0.7567567567567568,3,8,0.375,85,98,0.8673469387755102,39,42,0.9285714285714286,24,26,0.9230769230769231,1871.691999912262,25,108
Cover_ZapIn_General_V1.sol,,787,DynaMOSA,true,0.26262626262626265,2,16,0.125,39,129,0.3023255813953488,22,42,0.5238095238095238,13,44,0.29545454545454547,1838.9089999198914,18,108
Dynamic.sol,,290,DynaMOSA,true,0.75,1,2,0.5,3,4,0.75,2,2,1,0,0,0,1786.906000137329,39,108
PRDZstakingV2.sol,,679,DynaMOSA,false,0.46875,5,26,0.19230769230769232,53,136,0.3897058823529412,26,39,0.6666666666666666,7,18,0.3888888888888889,1776.255999803543,26,40
EqFinanceStaking.sol,,221,DynaMOSA,false,0.3877551020408163,4,20,0.2,24,88,0.2727272727272727,16,30,0.5333333333333333,7,22,0.3181818181818182,1792.3259999752045,33,40
FrogDAOGovernanceRewards.sol,,537,DynaMOSA,false,0.6521739130434783,5,10,0.5,27,56,0.48214285714285715,13,16,0.8125,5,16,0.3125,1753.5520000457764,27,40
DatrixoEquityToken.sol,,380,DynaMOSA,false,0.6388888888888888,8,22,0.36363636363636365,46,62,0.7419354838709677,14,16,0.875,25,28,0.8928571428571429,1769.401999950409,38,37
DJCoin.sol,,381,DynaMOSA,false,0.8275862068965517,3,6,0.5,69,91,0.7582417582417582,22,25,0.88,18,28,0.6428571428571429,1803.0920000076294,24,37
BlueICE.sol,,897,DynaMOSA,false,0.6666666666666666,7,14,0.5,67,117,0.5726495726495726,31,43,0.7209302325581395,20,38,0.5263157894736842,1775.5319998264313,25,37
FrogDAOGovernanceRewards.sol,,230,DynaMOSA,false,0.6521739130434783,5,10,0.5,32,56,0.5714285714285714,13,16,0.8125,11,16,0.6875,1720.4589998722076,26,130
PRDZstakingV2.sol,,889,DynaMOSA,false,0.46875,5,26,0.19230769230769232,53,136,0.3897058823529412,26,39,0.6666666666666666,7,18,0.3888888888888889,1748.5500001907349,27,130
EqFinanceStaking.sol,,544,DynaMOSA,false,0.3877551020408163,4,20,0.2,24,88,0.2727272727272727,16,30,0.5333333333333333,7,22,0.3181818181818182,1765.9360001087189,32,130
CourtFarming_HTStake.sol,,571,DynaMOSA,true,0.6071428571428571,12,32,0.375,73,109,0.6697247706422018,20,20,1,4,4,1,1754.1949999332428,26,147
BancorV2_ZapIn_General_V1_1.sol,,669,DynaMOSA,true,0.22916666666666666,1,18,0.05555555555555555,30,118,0.2542372881355932,19,39,0.48717948717948717,8,42,0.19047619047619047,1758.2179999351501,19,147
FreakCoin.sol,,518,DynaMOSA,true,0.6060606060606061,5,10,0.5,56,74,0.7567567567567568,13,13,1,9,10,0.9,1742.0590000152588,27,147
FairStockEquity.sol,,102,DynaMOSA,false,0.71875,1,6,0.16666666666666666,53,120,0.44166666666666665,24,28,0.8571428571428571,21,48,0.4375,1754.7109999656677,18,1
GardenContractV2.sol,,594,DynaMOSA,false,0.3191489361702128,7,62,0.11290322580645161,49,197,0.24873096446700507,24,32,0.75,0,22,0,1811.1289999485016,21,1
Fomp.sol,,668,DynaMOSA,false,0.6511627906976745,9,24,0.375,65,92,0.7065217391304348,19,19,1,15,20,0.75,1824.210000038147,35,1
FrogDAOGovernanceRewards.sol,,322,DynaMOSA,true,0.46153846153846156,5,10,0.5,27,56,0.48214285714285715,13,16,0.8125,5,16,0.3125,1795.0620000362396,27,72
PRDZstakingV2.sol,,349,DynaMOSA,true,0.4268292682926829,5,26,0.19230769230769232,53,136,0.3897058823529412,26,39,0.6666666666666666,7,18,0.3888888888888889,1741.401999950409,27,72
EqFinanceStaking.sol,,747,DynaMOSA,true,0.352112676056338,4,20,0.2,24,88,0.2727272727272727,16,30,0.5333333333333333,7,22,0.3181818181818182,1841.244999885559,33,72
Controller.sol,,255,DynaMOSA,true,0.5573770491803278,0,8,0,38,70,0.5428571428571428,19,19,1,32,34,0.9411764705882353,1786.1890001296997,31,96
BAE.sol,,201,DynaMOSA,true,0.28,0,6,0,9,50,0.18,5,8,0.625,12,36,0.3333333333333333,1868.045000076294,16,96
BTCParamV2.sol,,965,DynaMOSA,true,0.25,0,12,0,16,56,0.2857142857142857,5,16,0.3125,6,14,0.42857142857142855,1821.9840002059937,36,96
Cover_ZapIn_General_V1.sol,,902,DynaMOSA,true,0.26262626262626265,2,16,0.125,39,129,0.3023255813953488,22,42,0.5238095238095238,13,44,0.29545454545454547,1750.2760000228882,17,78
AntiBaseProtocol.sol,,806,DynaMOSA,true,0.7567567567567568,3,8,0.375,84,98,0.8571428571428571,39,42,0.9285714285714286,24,26,0.9230769230769231,1829.5169999599457,24,78
Dynamic.sol,,263,DynaMOSA,true,0.75,1,2,0.5,3,4,0.75,2,2,1,0,0,0,1767.436999797821,39,78
FrogDAOGovernanceRewards.sol,,618,DynaMOSA,true,0.5897435897435898,5,10,0.5,30,56,0.5357142857142857,13,16,0.8125,8,16,0.5,1740.710000038147,27,42
EqFinanceStaking.sol,,385,DynaMOSA,true,0.4084507042253521,4,20,0.2,33,88,0.375,18,30,0.6,10,22,0.45454545454545453,1799.2190001010895,34,42
PRDZstakingV2.sol,,878,DynaMOSA,true,0.4268292682926829,5,26,0.19230769230769232,53,136,0.3897058823529412,26,39,0.6666666666666666,7,18,0.3888888888888889,1767.2749998569489,27,42
BTCParamV2.sol,,741,Random,false,0.19230769230769232,0,12,0,16,56,0.2857142857142857,5,16,0.3125,6,14,0.42857142857142855,1806.1330001354218,429,35
Controller.sol,,374,Random,false,0.7037037037037037,0,8,0,38,70,0.5428571428571428,19,19,1,32,34,0.9411764705882353,1801.6319999694824,335,35
BAE.sol,,520,Random,false,0.35714285714285715,0,6,0,9,50,0.18,5,8,0.625,12,36,0.3333333333333333,1804.6669998168945,176,35
Dynamic.sol,,20,DynaMOSA,true,0.75,1,2,0.5,3,4,0.75,2,2,1,0,0,0,1803.3789999485016,40,48
Cover_ZapIn_General_V1.sol,,766,DynaMOSA,true,0.26262626262626265,2,16,0.125,39,129,0.3023255813953488,22,42,0.5238095238095238,13,44,0.29545454545454547,1752.6260001659393,17,48
AntiBaseProtocol.sol,,646,DynaMOSA,true,0.7567567567567568,3,8,0.375,84,98,0.8571428571428571,39,42,0.9285714285714286,24,26,0.9230769230769231,1853.702999830246,24,48
PRDZstakingV2.sol,,615,DynaMOSA,false,0.46875,5,26,0.19230769230769232,53,136,0.3897058823529412,26,39,0.6666666666666666,7,18,0.3888888888888889,1758.3980000019073,27,100
EqFinanceStaking.sol,,291,DynaMOSA,false,0.3877551020408163,4,20,0.2,24,88,0.2727272727272727,16,30,0.5333333333333333,7,22,0.3181818181818182,1767.023999929428,33,100
FrogDAOGovernanceRewards.sol,,578,DynaMOSA,false,0.6521739130434783,5,10,0.5,29,56,0.5178571428571429,13,16,0.8125,7,16,0.4375,1779.3140001296997,27,100
PRDZstakingV2.sol,,709,DynaMOSA,false,0.46875,5,26,0.19230769230769232,53,136,0.3897058823529412,26,39,0.6666666666666666,7,18,0.3888888888888889,1729.358999967575,28,70
FrogDAOGovernanceRewards.sol,,656,DynaMOSA,false,0.6521739130434783,4,10,0.4,24,56,0.42857142857142855,12,16,0.75,5,16,0.3125,1737.819000005722,27,70
EqFinanceStaking.sol,,618,DynaMOSA,false,0.3877551020408163,4,20,0.2,24,88,0.2727272727272727,16,30,0.5333333333333333,7,22,0.3181818181818182,1798.2649998664856,33,70
BAE.sol,,546,DynaMOSA,false,0.35714285714285715,0,6,0,9,50,0.18,5,8,0.625,12,36,0.3333333333333333,1867.2919998168945,16,94
BTCParamV2.sol,,983,DynaMOSA,false,0.19230769230769232,0,12,0,16,56,0.2857142857142857,5,16,0.3125,6,14,0.42857142857142855,1760.805999994278,36,94
Controller.sol,,526,DynaMOSA,false,0.7037037037037037,0,8,0,38,70,0.5428571428571428,19,19,1,32,34,0.9411764705882353,1778.340000152588,31,94
DJCoin.sol,,404,DynaMOSA,true,0.7017543859649122,3,6,0.5,69,91,0.7582417582417582,22,25,0.88,18,28,0.6428571428571429,1756.4539999961853,24,9
BlueICE.sol,,648,DynaMOSA,true,0.5869565217391305,7,14,0.5,67,117,0.5726495726495726,31,43,0.7209302325581395,20,38,0.5263157894736842,1778.1890001296997,25,9
DatrixoEquityToken.sol,,783,DynaMOSA,true,0.6875,8,22,0.36363636363636365,46,62,0.7419354838709677,14,16,0.875,25,28,0.8928571428571429,1801.1760001182556,37,9
PRDZstakingV2.sol,,265,DynaMOSA,true,0.4268292682926829,5,26,0.19230769230769232,53,136,0.3897058823529412,26,39,0.6666666666666666,7,18,0.3888888888888889,1804.3049998283386,28,132
EqFinanceStaking.sol,,813,DynaMOSA,true,0.4084507042253521,4,20,0.2,33,88,0.375,18,30,0.6,10,22,0.45454545454545453,1823.7349998950958,34,132
FrogDAOGovernanceRewards.sol,,103,DynaMOSA,true,0.5897435897435898,5,10,0.5,30,56,0.5357142857142857,13,16,0.8125,8,16,0.5,1759.0729999542236,28,132
BancorV2_ZapIn_General_V1_1.sol,,229,DynaMOSA,false,0.2962962962962963,1,18,0.05555555555555555,30,118,0.2542372881355932,19,39,0.48717948717948717,8,42,0.19047619047619047,1846.1510000228882,20,145
CourtFarming_HTStake.sol,,908,DynaMOSA,false,0.6346153846153846,12,32,0.375,73,109,0.6697247706422018,20,20,1,4,4,1,1741.8100001811981,25,145
FreakCoin.sol,,36,DynaMOSA,false,0.5652173913043478,5,10,0.5,56,74,0.7567567567567568,13,13,1,9,10,0.9,1778.289999961853,30,145
FairStockEquity.sol,,166,DynaMOSA,true,0.475,1,6,0.16666666666666666,54,120,0.45,24,28,0.8571428571428571,22,48,0.4583333333333333,1820.7489998340607,19,3
GreenMarkTrust.sol,,503,DynaMOSA,true,0.7916666666666666,1,2,0.5,28,37,0.7567567567567568,8,8,1,12,14,0.8571428571428571,1770.0679998397827,33,3
Fomp.sol,,771,DynaMOSA,true,0.6666666666666666,8,24,0.3333333333333333,64,92,0.6956521739130435,19,19,1,15,20,0.75,1765.9930000305176,33,3
Dynamic.sol,,175,DynaMOSA,true,0.75,1,2,0.5,3,4,0.75,2,2,1,0,0,0,1804.4400000572205,39,138
Cover_ZapIn_General_V1.sol,,163,DynaMOSA,true,0.26262626262626265,2,16,0.125,39,129,0.3023255813953488,22,42,0.5238095238095238,13,44,0.29545454545454547,1828.5360000133514,18,138
AntiBaseProtocol.sol,,411,DynaMOSA,true,0.7567567567567568,3,8,0.375,85,98,0.8673469387755102,39,42,0.9285714285714286,24,26,0.9230769230769231,1785.566999912262,23,138
Core_Fi_V3.sol,,580,DynaMOSA,true,0.75,2,4,0.5,15,22,0.6818181818181818,7,8,0.875,0,0,0,1815.3980000019073,29,51
DMONDETHRewards.sol,,368,DynaMOSA,true,0.6153846153846154,7,14,0.5,67,105,0.638095238095238,37,47,0.7872340425531915,19,34,0.5588235294117647,1712.707999944687,25,51
DSP.sol,,955,DynaMOSA,true,0.7058823529411765,4,18,0.2222222222222222,103,154,0.6688311688311688,54,64,0.84375,47,60,0.7833333333333333,1716.5190000534058,19,51
CourtFarming_HTStake.sol,,554,Random,false,0.6153846153846154,12,32,0.375,73,109,0.6697247706422018,20,20,1,4,4,1,1805.2590000629425,289,26
FreakCoin.sol,,624,Random,false,0.782608695652174,5,10,0.5,57,74,0.7702702702702703,13,13,1,9,10,0.9,1807.2539999485016,346,26
BancorV2_ZapIn_General_V1_1.sol,,131,Random,false,0.2962962962962963,1,18,0.05555555555555555,30,118,0.2542372881355932,19,39,0.48717948717948717,8,42,0.19047619047619047,1803.0759999752045,220,26
BACMARSLPTOKENPool.sol,,421,Random,false,0.6222222222222222,6,12,0.5,52,94,0.5531914893617021,25,36,0.6944444444444444,17,30,0.5666666666666667,1801.667000055313,306,119
AavePoolReward.sol,,146,Random,false,0.7142857142857143,5,10,0.5,27,44,0.6136363636363636,11,12,0.9166666666666666,6,6,1,1806.3789999485016,299,119
Cryptoz.sol,,154,Random,false,0.49019607843137253,2,18,0.1111111111111111,46,155,0.2967741935483871,22,34,0.6470588235294118,26,74,0.35135135135135137,1815.1970000267029,121,119
Liquidity_v8.sol,,438,Random,false,0.3877551020408163,2,18,0.1111111111111111,34,126,0.2698412698412698,18,33,0.5454545454545454,14,48,0.2916666666666667,1801.029000043869,277,113
BirdOracle.sol,,496,Random,false,0.6153846153846154,14,28,0.5,43,66,0.6515151515151515,9,9,1,0,2,0,1802.6949999332428,442,113
Final.sol,,991,Random,false,0.19047619047619047,5,26,0.19230769230769232,28,105,0.26666666666666666,7,37,0.1891891891891892,9,40,0.225,1809.8630001544952,238,113
BlueICE.sol,,618,DynaMOSA,true,0.5869565217391305,7,14,0.5,67,117,0.5726495726495726,31,43,0.7209302325581395,20,38,0.5263157894736842,1834.143000125885,26,69
DmmControllerV2.sol,,477,DynaMOSA,true,0.2028985507246377,0,14,0,63,258,0.2441860465116279,31,111,0.27927927927927926,17,102,0.16666666666666666,1603.2929999828339,7,69
DJCoin.sol,,538,DynaMOSA,true,0.7192982456140351,4,6,0.6666666666666666,70,91,0.7692307692307693,22,25,0.88,18,28,0.6428571428571429,1738.3689999580383,24,69
FreakCoin.sol,,142,DynaMOSA,true,0.6060606060606061,5,10,0.5,56,74,0.7567567567567568,13,13,1,9,10,0.9,1756.851000070572,29,87
BancorV2_ZapIn_General_V1_1.sol,,251,DynaMOSA,true,0.22916666666666666,1,18,0.05555555555555555,30,118,0.2542372881355932,19,39,0.48717948717948717,8,42,0.19047619047619047,1784.0950000286102,19,87
CourtFarming_HTStake.sol,,544,DynaMOSA,true,0.6071428571428571,12,32,0.375,73,109,0.6697247706422018,20,20,1,4,4,1,1774.845999956131,26,87
Baz.sol,,701,Random,false,0.8,7,8,0.875,14,16,0.875,2,2,1,0,0,0,1804.1850001811981,414,14
ANRXToken.sol,,479,Random,false,0.4782608695652174,6,12,0.5,34,44,0.7727272727272727,11,11,1,13,16,0.8125,1804.9039998054504,263,14
CourtFarming_RoomLPStake.sol,,346,Random,false,0.6153846153846154,11,32,0.34375,69,108,0.6388888888888888,19,20,0.95,2,4,0.5,1803.449000120163,296,14
GreenMarkTrust.sol,,812,DynaMOSA,true,0.7916666666666666,1,2,0.5,28,37,0.7567567567567568,8,8,1,12,14,0.8571428571428571,1788.0529999732971,35,63
Fomp.sol,,558,DynaMOSA,true,0.6507936507936508,8,24,0.3333333333333333,64,92,0.6956521739130435,19,19,1,15,20,0.75,1815.1129999160767,36,63
FairStockEquity.sol,,873,DynaMOSA,true,0.575,1,6,0.16666666666666666,58,120,0.48333333333333334,26,28,0.9285714285714286,29,48,0.6041666666666666,1851.3210000991821,19,63
GreenMarkTrust.sol,,409,DynaMOSA,false,1,1,2,0.5,27,37,0.7297297297297297,8,8,1,10,14,0.7142857142857143,43.617000102996826,1,121
FairStockEquity.sol,,895,DynaMOSA,false,0.71875,1,6,0.16666666666666666,54,120,0.45,23,28,0.8214285714285714,24,48,0.5,1863.1019999980927,19,121
Fomp.sol,,17,DynaMOSA,false,0.6511627906976745,9,24,0.375,60,92,0.6521739130434783,19,19,1,14,20,0.7,1824.625,37,121
BAE.sol,,390,DynaMOSA,true,0.28,0,6,0,9,50,0.18,5,8,0.625,12,36,0.3333333333333333,1749.4079999923706,15,126
BTCParamV2.sol,,888,DynaMOSA,true,0.25,0,12,0,16,56,0.2857142857142857,5,16,0.3125,6,14,0.42857142857142855,1776.6579999923706,36,126
Controller.sol,,834,DynaMOSA,true,0.5573770491803278,0,8,0,38,70,0.5428571428571428,19,19,1,32,34,0.9411764705882353,1730.2690000534058,30,126
DSP.sol,,271,Random,false,0.7105263157894737,5,18,0.2777777777777778,105,154,0.6818181818181818,55,64,0.859375,47,60,0.7833333333333333,1805.9110000133514,229,80
DMONDETHRewards.sol,,707,Random,false,0.7017543859649122,7,14,0.5,67,105,0.638095238095238,37,47,0.7872340425531915,19,34,0.5588235294117647,1802.1060001850128,276,80
Core_Fi_V3.sol,,767,Random,false,0.75,2,4,0.5,15,22,0.6818181818181818,7,8,0.875,0,0,0,1800.62299990654,365,80
DSP.sol,,759,DynaMOSA,false,0.6973684210526315,5,18,0.2777777777777778,103,154,0.6688311688311688,54,64,0.84375,45,60,0.75,1811.2880001068115,19,19
