SUBJECT,CONFIGURATION,SEED,ALGORITHM,PROBE_ENABLED,COVERAGE,COVERED_BRANCHES,TOTAL_BRANCHES,BRANCH_COVERAGE,COVERED_LINES,TOTAL_LINES,LINE_COVERAGE,COVERED_FUNCTIONS,TOTAL_FUNCTIONS,FUNCTION_COVERAGE,COVERED_PROBES,TOTAL_PROBES,PROBE_COVERAGE,SEARCH_TIME,ITERATIONS,ID
Core_Fi_V3.sol,,731,DynaMOSA,false,0.75,2,4,0.5,15,22,0.6818181818181818,7,8,0.875,0,0,0,1776.1860001087189,30,19
DMONDETHRewards.sol,,791,DynaMOSA,false,0.7017543859649122,7,14,0.5,67,105,0.638095238095238,37,47,0.7872340425531915,19,34,0.5588235294117647,1715.4240000247955,23,19
Controller.sol,,782,DynaMOSA,false,0.7037037037037037,0,8,0,38,70,0.5428571428571428,19,19,1,32,34,0.9411764705882353,1784.7730000019073,31,64
BAE.sol,,155,DynaMOSA,false,0.35714285714285715,0,6,0,9,50,0.18,5,8,0.625,12,36,0.3333333333333333,1744.1829998493195,15,64
BTCParamV2.sol,,188,DynaMOSA,false,0.19230769230769232,0,12,0,16,56,0.2857142857142857,5,16,0.3125,6,14,0.42857142857142855,1827.7940001487732,36,64
CourtFarming_RoomLPStake.sol,,928,DynaMOSA,false,0.6346153846153846,12,32,0.375,73,108,0.6759259259259259,20,20,1,4,4,1,1729.3740000724792,26,13
Baz.sol,,535,DynaMOSA,false,0.6,7,8,0.875,14,16,0.875,2,2,1,0,0,0,1788.3339998722076,34,13
ANRXToken.sol,,896,DynaMOSA,false,0.4782608695652174,6,12,0.5,34,44,0.7727272727272727,11,11,1,13,16,0.8125,1754.1949999332428,24,13
BirdOracle.sol,,520,DynaMOSA,true,0.5853658536585366,14,28,0.5,43,66,0.6515151515151515,9,9,1,0,2,0,1839.3369998931885,38,114
Liquidity_v8.sol,,84,DynaMOSA,true,0.32989690721649484,2,18,0.1111111111111111,34,126,0.2698412698412698,18,33,0.5454545454545454,14,48,0.2916666666666667,1797.5090000629425,24,114
Final.sol,,145,DynaMOSA,true,0.1650485436893204,5,26,0.19230769230769232,28,105,0.26666666666666666,7,37,0.1891891891891892,9,40,0.225,1767.8919999599457,21,114
Core_Fi_V3.sol,,557,DynaMOSA,true,0.8333333333333334,2,4,0.5,15,22,0.6818181818181818,7,8,0.875,0,0,0,1850.569000005722,31,21
DMONDETHRewards.sol,,63,DynaMOSA,true,0.6153846153846154,7,14,0.5,67,105,0.638095238095238,37,47,0.7872340425531915,19,34,0.5588235294117647,1816.8159999847412,24,21
BancorV2_ZapIn_General_V1_1.sol,,618,Random,false,0.2962962962962963,1,18,0.05555555555555555,30,118,0.2542372881355932,19,39,0.48717948717948717,8,42,0.19047619047619047,1802.8280000686646,216,56
FreakCoin.sol,,792,Random,false,0.782608695652174,5,10,0.5,57,74,0.7702702702702703,13,13,1,9,10,0.9,1804.9030001163483,346,56
CourtFarming_HTStake.sol,,576,Random,false,0.6153846153846154,12,32,0.375,73,109,0.6697247706422018,20,20,1,4,4,1,1806.891000032425,294,56
Liquidity_v8.sol,,251,DynaMOSA,false,0.3877551020408163,2,18,0.1111111111111111,34,126,0.2698412698412698,18,33,0.5454545454545454,14,48,0.2916666666666667,1751.4460000991821,24,142
BirdOracle.sol,,915,DynaMOSA,false,0.6153846153846154,15,28,0.5357142857142857,44,66,0.6666666666666666,9,9,1,0,2,0,1818.638000011444,39,142
Final.sol,,384,DynaMOSA,false,0.2222222222222222,7,26,0.2692307692307692,28,105,0.26666666666666666,7,37,0.1891891891891892,9,40,0.225,1820.9939999580383,21,142
ANRXToken.sol,,125,DynaMOSA,true,0.5897435897435898,6,12,0.5,34,44,0.7727272727272727,11,11,1,13,16,0.8125,1777.2980000972748,24,135
CourtFarming_RoomLPStake.sol,,545,DynaMOSA,true,0.6071428571428571,12,32,0.375,73,108,0.6759259259259259,20,20,1,4,4,1,1734.792000055313,25,135
Baz.sol,,327,DynaMOSA,true,0.6,6,8,0.75,12,16,0.75,2,2,1,0,0,0,1774.8840000629425,32,135
BAE.sol,,926,DynaMOSA,false,0.35714285714285715,0,6,0,9,50,0.18,5,8,0.625,12,36,0.3333333333333333,1722.1579999923706,15,4
Controller.sol,,957,DynaMOSA,false,0.7037037037037037,0,8,0,38,70,0.5428571428571428,19,19,1,32,34,0.9411764705882353,1783.2130000591278,31,4
BTCParamV2.sol,,976,DynaMOSA,false,0.19230769230769232,0,12,0,16,56,0.2857142857142857,5,16,0.3125,6,14,0.42857142857142855,1786.0920000076294,37,4
BACMARSLPTOKENPool.sol,,301,DynaMOSA,false,0.6222222222222222,6,12,0.5,52,94,0.5531914893617021,25,36,0.6944444444444444,17,30,0.5666666666666667,1778.141000032425,25,148
Cryptoz.sol,,540,DynaMOSA,false,0.43137254901960786,2,18,0.1111111111111111,40,155,0.25806451612903225,20,34,0.5882352941176471,21,74,0.28378378378378377,1717.2809998989105,10,148
AavePoolReward.sol,,703,DynaMOSA,false,0.7142857142857143,5,10,0.5,27,44,0.6136363636363636,11,12,0.9166666666666666,6,6,1,1762.8159999847412,25,148
AntiBaseProtocol.sol,,374,Random,false,0.7708333333333334,3,8,0.375,85,98,0.8673469387755102,39,42,0.9285714285714286,24,26,0.9230769230769231,1801.2310001850128,298,77
Cover_ZapIn_General_V1.sol,,874,Random,false,0.34545454545454546,2,16,0.125,39,129,0.3023255813953488,22,42,0.5238095238095238,13,44,0.29545454545454547,1801.1980001926422,202,77
Dynamic.sol,,677,Random,false,0.75,1,2,0.5,3,4,0.75,2,2,1,0,0,0,1800.4420001506805,428,77
BlueICE.sol,,415,DynaMOSA,true,0.5869565217391305,7,14,0.5,67,117,0.5726495726495726,31,43,0.7209302325581395,20,38,0.5263157894736842,1831.5179998874664,26,99
DJCoin.sol,,423,DynaMOSA,true,0.7017543859649122,3,6,0.5,69,91,0.7582417582417582,22,25,0.88,18,28,0.6428571428571429,1834.516000032425,25,99
GreenMarkTrust.sol,,583,DynaMOSA,true,0.7916666666666666,1,2,0.5,28,37,0.7567567567567568,8,8,1,12,14,0.8571428571428571,1771.9820001125336,28,93
Fomp.sol,,730,DynaMOSA,true,0.6666666666666666,9,24,0.375,65,92,0.7065217391304348,19,19,1,15,20,0.75,1814.8600001335144,34,93
FairStockEquity.sol,,852,DynaMOSA,true,0.6,1,6,0.16666666666666666,59,120,0.49166666666666664,27,28,0.9642857142857143,31,48,0.6458333333333334,1788.1019999980927,18,93
Cover_ZapIn_General_V1.sol,,87,Random,false,0.34545454545454546,2,16,0.125,39,129,0.3023255813953488,22,42,0.5238095238095238,13,44,0.29545454545454547,1809.2200000286102,201,107
AntiBaseProtocol.sol,,372,Random,false,0.7708333333333334,3,8,0.375,85,98,0.8673469387755102,39,42,0.9285714285714286,24,26,0.9230769230769231,1805.106999874115,308,107
Dynamic.sol,,79,Random,false,0.75,1,2,0.5,3,4,0.75,2,2,1,0,0,0,1801.8029999732971,436,107
FairStockEquity.sol,,279,Random,false,0.8125,1,6,0.16666666666666666,59,120,0.49166666666666664,27,28,0.9642857142857143,31,48,0.6458333333333334,1805.805999994278,204,32
GardenContractV2.sol,,523,Random,false,0.32978723404255317,7,62,0.11290322580645161,50,197,0.25380710659898476,25,32,0.78125,0,22,0,1813.239000082016,231,32
Fomp.sol,,818,Random,false,0.6511627906976745,8,24,0.3333333333333333,60,92,0.6521739130434783,19,19,1,16,20,0.8,1800.608999967575,405,32
ANRXToken.sol,,887,DynaMOSA,true,0.5641025641025641,6,12,0.5,34,44,0.7727272727272727,11,11,1,13,16,0.8125,1806.75,23,45
Baz.sol,,849,DynaMOSA,true,0.6,7,8,0.875,14,16,0.875,2,2,1,0,0,0,1838.3789999485016,27,45
CourtFarming_RoomLPStake.sol,,554,DynaMOSA,true,0.6071428571428571,12,32,0.375,73,108,0.6759259259259259,20,20,1,4,4,1,1787.9969999790192,26,45
DmmControllerV2.sol,,48,Random,false,0.3619047619047619,0,14,0,86,258,0.3333333333333333,43,111,0.38738738738738737,19,102,0.18627450980392157,1807.1630001068115,89,38
DJCoin.sol,,437,Random,false,0.8275862068965517,3,6,0.5,69,91,0.7582417582417582,22,25,0.88,18,28,0.6428571428571429,1801.651999950409,285,38
LIBERAPAY.sol,,365,Random,false,0.532258064516129,5,28,0.17857142857142858,87,141,0.6170212765957447,33,39,0.8461538461538461,40,50,0.8,1801.2389998435974,270,38
DMONDETHRewards.sol,,40,DynaMOSA,false,0.7017543859649122,7,14,0.5,67,105,0.638095238095238,37,47,0.7872340425531915,19,34,0.5588235294117647,1827.8340001106262,25,109
Core_Fi_V3.sol,,985,DynaMOSA,false,0.75,2,4,0.5,15,22,0.6818181818181818,7,8,0.875,0,0,0,1874.731999874115,24,109
ANRXToken.sol,,938,DynaMOSA,false,0.4782608695652174,6,12,0.5,30,44,0.6818181818181818,11,11,1,10,16,0.625,1797.885999917984,23,103
Baz.sol,,4,DynaMOSA,false,0.6,7,8,0.875,14,16,0.875,2,2,1,0,0,0,1794.8039999008179,33,103
CourtFarming_RoomLPStake.sol,,577,DynaMOSA,false,0.6153846153846154,12,32,0.375,73,108,0.6759259259259259,20,20,1,4,4,1,1742.8629999160767,26,103
BAE.sol,,393,DynaMOSA,true,0.28,0,6,0,9,50,0.18,5,8,0.625,12,36,0.3333333333333333,1772.1399998664856,15,36
Controller.sol,,247,DynaMOSA,true,0.5573770491803278,0,8,0,38,70,0.5428571428571428,19,19,1,32,34,0.9411764705882353,1807.3940000534058,31,36
BTCParamV2.sol,,507,DynaMOSA,true,0.25,0,12,0,16,56,0.2857142857142857,5,16,0.3125,6,14,0.42857142857142855,1824.6189999580383,38,36
EqFinanceStaking.sol,,377,Random,false,0.3877551020408163,4,20,0.2,24,88,0.2727272727272727,16,30,0.5333333333333333,7,22,0.3181818181818182,1801.0640001296997,368,41
PRDZstakingV2.sol,,150,Random,false,0.46875,5,26,0.19230769230769232,53,136,0.3897058823529412,26,39,0.6666666666666666,7,18,0.3888888888888889,1808.9300000667572,302,41
FrogDAOGovernanceRewards.sol,,191,Random,false,0.7391304347826086,5,10,0.5,32,56,0.5714285714285714,13,16,0.8125,11,16,0.6875,1802.7249999046326,311,41
FreakCoin.sol,,824,Random,false,0.782608695652174,5,10,0.5,56,74,0.7567567567567568,13,13,1,9,10,0.9,1807.055999994278,346,146
CourtFarming_HTStake.sol,,656,Random,false,0.6153846153846154,12,32,0.375,73,109,0.6697247706422018,20,20,1,4,4,1,1803.4959998130798,288,146
BancorV2_ZapIn_General_V1_1.sol,,642,Random,false,0.2962962962962963,1,18,0.05555555555555555,30,118,0.2542372881355932,19,39,0.48717948717948717,8,42,0.19047619047619047,1806.8689999580383,214,146
FrogDAOGovernanceRewards.sol,,467,Random,false,0.7391304347826086,5,10,0.5,29,56,0.5178571428571429,13,16,0.8125,7,16,0.4375,1803.4840002059937,309,131
PRDZstakingV2.sol,,406,Random,false,0.46875,5,26,0.19230769230769232,53,136,0.3897058823529412,26,39,0.6666666666666666,7,18,0.3888888888888889,1806.0380001068115,299,131
EqFinanceStaking.sol,,747,Random,false,0.3877551020408163,4,20,0.2,24,88,0.2727272727272727,16,30,0.5333333333333333,7,22,0.3181818181818182,1804.8499999046326,369,131
BlueICE.sol,,884,DynaMOSA,false,0.6666666666666666,7,14,0.5,67,117,0.5726495726495726,31,43,0.7209302325581395,20,38,0.5263157894736842,1823.0250000953674,25,97
DJCoin.sol,,469,DynaMOSA,false,0.8275862068965517,3,6,0.5,69,91,0.7582417582417582,22,25,0.88,18,28,0.6428571428571429,1846.5600001811981,23,97
Core_Fi_V3.sol,,909,DynaMOSA,false,0.75,2,4,0.5,15,22,0.6818181818181818,7,8,0.875,0,0,0,1842.976000070572,30,79
DMONDETHRewards.sol,,666,DynaMOSA,false,0.7017543859649122,7,14,0.5,67,105,0.638095238095238,37,47,0.7872340425531915,19,34,0.5588235294117647,1790.3829998970032,25,79
DSP.sol,,477,DynaMOSA,false,0.6842105263157895,4,18,0.2222222222222222,103,154,0.6688311688311688,54,64,0.84375,47,60,0.7833333333333333,1773.226000070572,19,79
CourtFarming_RoomLPStake.sol,,95,DynaMOSA,false,0.6153846153846154,11,32,0.34375,69,108,0.6388888888888888,19,20,0.95,2,4,0.5,1753.569000005722,25,73
ANRXToken.sol,,175,DynaMOSA,false,0.4782608695652174,6,12,0.5,34,44,0.7727272727272727,11,11,1,13,16,0.8125,1806.2730000019073,23,73
Baz.sol,,950,DynaMOSA,false,0.6,6,8,0.75,12,16,0.75,2,2,1,0,0,0,1863.8860001564026,31,73
DSP.sol,,623,Random,false,0.7105263157894737,5,18,0.2777777777777778,106,154,0.6883116883116883,55,64,0.859375,45,60,0.75,1804.9459998607635,235,110
DMONDETHRewards.sol,,846,Random,false,0.7017543859649122,7,14,0.5,67,105,0.638095238095238,37,47,0.7872340425531915,19,34,0.5588235294117647,1803.3309998512268,290,110
Core_Fi_V3.sol,,853,Random,false,0.75,2,4,0.5,15,22,0.6818181818181818,7,8,0.875,0,0,0,1801.4159998893738,343,110
CourtFarming_HTStake.sol,,190,DynaMOSA,false,0.6153846153846154,12,32,0.375,73,109,0.6697247706422018,20,20,1,4,4,1,1828.6740000247955,26,25
BancorV2_ZapIn_General_V1_1.sol,,532,DynaMOSA,false,0.2962962962962963,1,18,0.05555555555555555,30,118,0.2542372881355932,19,39,0.48717948717948717,8,42,0.19047619047619047,1828.5279998779297,19,25
FreakCoin.sol,,788,DynaMOSA,false,0.5652173913043478,5,10,0.5,56,74,0.7567567567567568,13,13,1,9,10,0.9,1775.5899999141693,29,25
Final.sol,,616,DynaMOSA,false,0.20634920634920634,6,26,0.23076923076923078,28,105,0.26666666666666666,7,37,0.1891891891891892,9,40,0.225,1732.8670001029968,19,52
Liquidity_v8.sol,,24,DynaMOSA,false,0.3877551020408163,2,18,0.1111111111111111,34,126,0.2698412698412698,18,33,0.5454545454545454,14,48,0.2916666666666667,1717.114000082016,24,52
BirdOracle.sol,,22,DynaMOSA,false,0.6153846153846154,15,28,0.5357142857142857,44,66,0.6666666666666666,9,9,1,0,2,0,1819.4570000171661,39,52
Cryptoz.sol,,819,DynaMOSA,false,0.49019607843137253,2,18,0.1111111111111111,46,155,0.2967741935483871,22,34,0.6470588235294118,26,74,0.35135135135135137,1701.5390000343323,10,58
BACMARSLPTOKENPool.sol,,757,DynaMOSA,false,0.5333333333333333,4,12,0.3333333333333333,49,94,0.5212765957446809,24,36,0.6666666666666666,16,30,0.5333333333333333,1793.513000011444,25,58
AavePoolReward.sol,,113,DynaMOSA,false,0.7142857142857143,5,10,0.5,27,44,0.6136363636363636,11,12,0.9166666666666666,6,6,1,1830.8780000209808,25,58
FairStockEquity.sol,,551,Random,false,0.78125,1,6,0.16666666666666666,58,120,0.48333333333333334,26,28,0.9285714285714286,29,48,0.6041666666666666,1806.9319999217987,206,122
GardenContractV2.sol,,19,Random,false,0.32978723404255317,7,62,0.11290322580645161,50,197,0.25380710659898476,25,32,0.78125,0,22,0,1808.2060000896454,227,122
Fomp.sol,,873,Random,false,0.6511627906976745,9,24,0.375,60,92,0.6521739130434783,19,19,1,14,20,0.7,1803.345999956131,389,122
DmmControllerV2.sol,,165,Random,false,0.3238095238095238,1,14,0.07142857142857142,76,258,0.29457364341085274,38,111,0.34234234234234234,21,102,0.20588235294117646,1809.664999961853,90,128
DatrixoEquityToken.sol,,192,Random,false,0.6388888888888888,8,22,0.36363636363636365,46,62,0.7419354838709677,14,16,0.875,25,28,0.8928571428571429,1801.5069999694824,450,128
DJCoin.sol,,650,Random,false,0.8275862068965517,3,6,0.5,69,91,0.7582417582417582,22,25,0.88,18,28,0.6428571428571429,1808.5250000953674,277,128
BACMARSLPTOKENPool.sol,,802,DynaMOSA,true,0.5333333333333333,6,12,0.5,52,94,0.5531914893617021,25,36,0.6944444444444444,17,30,0.5666666666666667,1794.125,25,60
Cryptoz.sol,,199,DynaMOSA,true,0.32,1,18,0.05555555555555555,33,155,0.2129032258064516,22,34,0.6470588235294118,24,74,0.32432432432432434,1676.5329999923706,10,60
AavePoolReward.sol,,505,DynaMOSA,true,0.7037037037037037,5,10,0.5,27,44,0.6136363636363636,11,12,0.9166666666666666,6,6,1,1782.050999879837,25,60
Cover_ZapIn_General_V1.sol,,560,Random,false,0.34545454545454546,2,16,0.125,39,129,0.3023255813953488,22,42,0.5238095238095238,13,44,0.29545454545454547,1808.9530000686646,200,17
Dynamic.sol,,769,Random,false,0.75,1,2,0.5,3,4,0.75,2,2,1,0,0,0,1800.1779999732971,436,17
AntiBaseProtocol.sol,,988,Random,false,0.7708333333333334,3,8,0.375,83,98,0.8469387755102041,39,42,0.9285714285714286,24,26,0.9230769230769231,1802.6650002002716,300,17
Liquidity_v8.sol,,696,DynaMOSA,true,0.32989690721649484,2,18,0.1111111111111111,34,126,0.2698412698412698,18,33,0.5454545454545454,14,48,0.2916666666666667,1790.1399998664856,25,84
BirdOracle.sol,,649,DynaMOSA,true,0.5853658536585366,15,28,0.5357142857142857,44,66,0.6666666666666666,9,9,1,0,2,0,1802.1679999828339,35,84
Final.sol,,151,DynaMOSA,true,0.1650485436893204,5,26,0.19230769230769232,28,105,0.26666666666666666,7,37,0.1891891891891892,9,40,0.225,1740.8610000610352,21,84
Cryptoz.sol,,771,Random,false,0.49019607843137253,2,18,0.1111111111111111,46,155,0.2967741935483871,22,34,0.6470588235294118,26,74,0.35135135135135137,1814.9219999313354,122,89
BACMARSLPTOKENPool.sol,,454,Random,false,0.6222222222222222,6,12,0.5,52,94,0.5531914893617021,25,36,0.6944444444444444,17,30,0.5666666666666667,1802.9849998950958,308,89
AavePoolReward.sol,,869,Random,false,0.7142857142857143,5,10,0.5,27,44,0.6136363636363636,11,12,0.9166666666666666,6,6,1,1809.0940001010895,294,89
EqFinanceStaking.sol,,343,DynaMOSA,false,0.3877551020408163,4,20,0.2,24,88,0.2727272727272727,16,30,0.5333333333333333,7,22,0.3181818181818182,1849.4679999351501,32,10
FrogDAOGovernanceRewards.sol,,67,DynaMOSA,false,0.6521739130434783,5,10,0.5,29,56,0.5178571428571429,13,16,0.8125,7,16,0.4375,1776.0309998989105,27,10
PRDZstakingV2.sol,,442,DynaMOSA,false,0.46875,5,26,0.19230769230769232,53,136,0.3897058823529412,26,39,0.6666666666666666,7,18,0.3888888888888889,1789.085000038147,28,10
DJCoin.sol,,888,DynaMOSA,false,0.8275862068965517,3,6,0.5,69,91,0.7582417582417582,22,25,0.88,18,28,0.6428571428571429,1849.2909998893738,24,67
DatrixoEquityToken.sol,,868,DynaMOSA,false,0.6388888888888888,8,22,0.36363636363636365,45,62,0.7258064516129032,14,16,0.875,24,28,0.8571428571428571,1776.8489999771118,38,67
DmmControllerV2.sol,,790,DynaMOSA,false,0.11428571428571428,0,14,0,29,258,0.1124031007751938,12,111,0.10810810810810811,6,102,0.058823529411764705,1689.2509999275208,8,67
Final.sol,,791,Random,false,0.19047619047619047,5,26,0.19230769230769232,28,105,0.26666666666666666,7,37,0.1891891891891892,9,40,0.225,1805.5920000076294,246,83
BirdOracle.sol,,309,Random,false,0.6153846153846154,15,28,0.5357142857142857,44,66,0.6666666666666666,9,9,1,0,2,0,1801.9389998912811,424,83
Liquidity_v8.sol,,480,Random,false,0.3877551020408163,2,18,0.1111111111111111,34,126,0.2698412698412698,18,33,0.5454545454545454,14,48,0.2916666666666667,1805.3949999809265,275,83
BTCParamV2.sol,,428,Random,false,0.19230769230769232,0,12,0,16,56,0.2857142857142857,5,16,0.3125,6,14,0.42857142857142855,1800.24799990654,415,125
BAE.sol,,112,Random,false,0.35714285714285715,0,6,0,9,50,0.18,5,8,0.625,12,36,0.3333333333333333,1812.0869998931885,170,125
Controller.sol,,293,Random,false,0.7037037037037037,0,8,0,38,70,0.5428571428571428,19,19,1,32,34,0.9411764705882353,1800.5680000782013,339,125
BancorV2_ZapIn_General_V1_1.sol,,88,DynaMOSA,false,0.2962962962962963,1,18,0.05555555555555555,30,118,0.2542372881355932,19,39,0.48717948717948717,8,42,0.19047619047619047,1826.779000043869,19,55
CourtFarming_HTStake.sol,,925,DynaMOSA,false,0.6346153846153846,13,32,0.40625,74,109,0.6788990825688074,20,20,1,4,4,1,1797.1400001049042,26,55
FreakCoin.sol,,833,DynaMOSA,false,0.5652173913043478,5,10,0.5,55,74,0.7432432432432432,13,13,1,9,10,0.9,1805.7139999866486,27,55
Final.sol,,421,DynaMOSA,false,0.19047619047619047,5,26,0.19230769230769232,28,105,0.26666666666666666,7,37,0.1891891891891892,9,40,0.225,1809.688000202179,20,22
BirdOracle.sol,,335,DynaMOSA,false,0.6153846153846154,15,28,0.5357142857142857,44,66,0.6666666666666666,9,9,1,0,2,0,1811.4930000305176,37,22
Liquidity_v8.sol,,526,DynaMOSA,false,0.3877551020408163,2,18,0.1111111111111111,34,126,0.2698412698412698,18,33,0.5454545454545454,14,48,0.2916666666666667,1753.3990001678467,24,22
BACMARSLPTOKENPool.sol,,77,DynaMOSA,false,0.6222222222222222,6,12,0.5,52,94,0.5531914893617021,25,36,0.6944444444444444,17,30,0.5666666666666667,1817.0490000247955,26,28
AavePoolReward.sol,,582,DynaMOSA,false,0.7142857142857143,5,10,0.5,27,44,0.6136363636363636,11,12,0.9166666666666666,6,6,1,1766.8799998760223,25,28
CourtFarming_HTStake.sol,,993,DynaMOSA,true,0.6071428571428571,12,32,0.375,73,109,0.6697247706422018,20,20,1,4,4,1,1750.3220000267029,25,117
BancorV2_ZapIn_General_V1_1.sol,,479,DynaMOSA,true,0.22916666666666666,1,18,0.05555555555555555,30,118,0.2542372881355932,19,39,0.48717948717948717,8,42,0.19047619047619047,1763.4079999923706,18,117
FreakCoin.sol,,428,DynaMOSA,true,0.6363636363636364,5,10,0.5,58,74,0.7837837837837838,13,13,1,10,10,1,1811.6389999389648,28,117
AavePoolReward.sol,,68,DynaMOSA,true,0.7407407407407407,5,10,0.5,27,44,0.6136363636363636,11,12,0.9166666666666666,6,6,1,1795.266000032425,26,90
BACMARSLPTOKENPool.sol,,199,DynaMOSA,true,0.49333333333333335,4,12,0.3333333333333333,49,94,0.5212765957446809,24,36,0.6666666666666666,16,30,0.5333333333333333,1831.9009997844696,25,90
ANRXToken.sol,,433,Random,false,0.4782608695652174,6,12,0.5,30,44,0.6818181818181818,11,11,1,10,16,0.625,1807.5209999084473,269,74
CourtFarming_RoomLPStake.sol,,886,Random,false,0.6153846153846154,11,32,0.34375,69,108,0.6388888888888888,19,20,0.95,2,4,0.5,1809.7779998779297,289,74
Baz.sol,,736,Random,false,0.8,7,8,0.875,14,16,0.875,2,2,1,0,0,0,1805.2239999771118,424,74
DJCoin.sol,,113,DynaMOSA,false,0.8275862068965517,3,6,0.5,69,91,0.7582417582417582,22,25,0.88,18,28,0.6428571428571429,1794.476000070572,25,7
BlueICE.sol,,858,DynaMOSA,false,0.6666666666666666,7,14,0.5,67,117,0.5726495726495726,31,43,0.7209302325581395,20,38,0.5263157894736842,1783.4230000972748,25,7
Cover_ZapIn_General_V1.sol,,79,DynaMOSA,false,0.34545454545454546,2,16,0.125,39,129,0.3023255813953488,22,42,0.5238095238095238,13,44,0.29545454545454547,1799.9270000457764,18,136
AntiBaseProtocol.sol,,316,DynaMOSA,false,0.7708333333333334,3,8,0.375,84,98,0.8571428571428571,39,42,0.9285714285714286,24,26,0.9230769230769231,1831.4800000190735,23,136
Dynamic.sol,,865,DynaMOSA,false,0.75,1,2,0.5,3,4,0.75,2,2,1,0,0,0,1774.585000038147,38,136
DMONDETHRewards.sol,,221,DynaMOSA,true,0.6043956043956044,7,14,0.5,67,105,0.638095238095238,37,47,0.7872340425531915,19,34,0.5588235294117647,1825.5529999732971,25,141
Core_Fi_V3.sol,,214,DynaMOSA,true,0.75,2,4,0.5,15,22,0.6818181818181818,7,8,0.875,0,0,0,1811.327999830246,26,141
DSP.sol,,317,DynaMOSA,true,0.6764705882352942,4,18,0.2222222222222222,97,154,0.6298701298701299,52,64,0.8125,44,60,0.7333333333333333,1750.4700000286102,18,141
Cover_ZapIn_General_V1.sol,,513,DynaMOSA,false,0.34545454545454546,2,16,0.125,39,129,0.3023255813953488,22,42,0.5238095238095238,13,44,0.29545454545454547,1747.4160001277924,17,46
AntiBaseProtocol.sol,,880,DynaMOSA,false,0.7708333333333334,3,8,0.375,85,98,0.8673469387755102,39,42,0.9285714285714286,24,26,0.9230769230769231,1760.5320000648499,20,46
Dynamic.sol,,408,DynaMOSA,false,0.75,1,2,0.5,3,4,0.75,2,2,1,0,0,0,1779.148999929428,37,46
GardenContractV2.sol,,160,DynaMOSA,false,0.32978723404255317,7,62,0.11290322580645161,48,197,0.2436548223350254,24,32,0.75,0,22,0,1741.4580001831055,20,31
FairStockEquity.sol,,483,DynaMOSA,false,0.71875,1,6,0.16666666666666666,53,120,0.44166666666666665,24,28,0.8571428571428571,21,48,0.4375,1735.058000087738,18,31
Fomp.sol,,42,DynaMOSA,false,0.6511627906976745,8,24,0.3333333333333333,64,92,0.6956521739130435,19,19,1,15,20,0.75,1834.851000070572,35,31
CourtFarming_RoomLPStake.sol,,690,Random,false,0.6153846153846154,11,32,0.34375,69,108,0.6388888888888888,19,20,0.95,2,4,0.5,1804.7210001945496,291,104
Baz.sol,,554,Random,false,0.8,7,8,0.875,14,16,0.875,2,2,1,0,0,0,1802.090000152588,421,104
ANRXToken.sol,,414,Random,false,0.4782608695652174,6,12,0.5,34,44,0.7727272727272727,11,11,1,13,16,0.8125,1804.146999835968,261,104
